Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Costa Rica,CRI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.93713893,54.21270281,55.88338047,56.69076556,57.45300469,57.77312415,57.29881543,57.79164364,58.17778202,57.97589537,59.42540913,61.05976283,61.90775306,63.18208602,64.28609271,65.57043726,66.39842142,67.29795907,67.455208,68.34300156,68.67061063,69.20499402,68.23240729,66.7385871,67.01520644
Croatia,HRV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.43942892,53.78788008,53.55870754,54.27928268,55.13868876,56.28938908,55.64823455,56.64785859,56.71466016,57.92906453,57.96879868,58.93025557,60.00723508,60.35461832,59.93953893,59.49159311,59.70753369,59.51037788,59.44687688,59.79760803,59.63760253,59.56044075,59.84290459,60.40159152,61.30694002
Cyprus,CYP,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,69.30048396,70.23380935,69.78230541,69.33562736,68.40369361,67.35606862,66.82377049,66.73697062,66.99292463,66.09960187,66.36933933,69.97691574,71.64138028,73.98561039,74.94826464,76.11391711,75.82738325,75.51759618,74.5691291,74.14245909,73.26203184,72.98313798,74.16982596,73.22534816,72.44251363
Czechia,CZE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.93449391,53.82748117,54.35351711,54.15194915,55.57365304,56.63581318,54.54579702,54.53985435,54.39149606,54.29190526,55.14939919,55.74032956,55.78816741,54.68230862,54.76513068,54.61465657,54.19329987,54.05741974,54.45220251,55.09617682,56.4117321,56.96358697,58.36769204,58.75660961,57.89713795
Denmark,DNK,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.73897986,60.73630931,60.34456779,60.88685933,61.47692432,62.24140993,61.99291967,61.58732253,60.9398965,61.4861661,62.33669003,65.44256011,65.38841344,64.72815861,64.28426581,65.15086467,65.59860768,65.83381243,65.14936431,64.90632144,64.91700309,65.07011648,65.51786646,66.69793484,66.30793557
Ecuador,ECU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.08548684,49.51855445,45.26796015,50.38035298,51.87288707,54.18421035,54.05527779,53.42835085,51.78037737,51.29112763,49.5339909,52.05995276,51.14920751,49.30742671,48.975194,49.25344156,49.34507173,51.37334502,51.55426237,51.23112746,51.43678426,51.80344224,53.27439641,53.40984361,53.73269931
Estonia,EST,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,58.8158138,62.4765392,60.55782534,60.25130137,59.96233979,59.71422252,59.56771591,59.07511679,57.86805592,57.06380957,59.55140141,60.84839812,59.92204247,58.29040461,58.80327061,59.17388724,59.2651689,59.9946528,60.03421938,60.36723596,60.87619103,61.54715021,62.97531526,62.53823313,61.45994146
Finland,FIN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.53686273,53.68669041,52.95217015,54.30967724,54.91494148,55.19970478,55.8226987,55.86051115,54.95294887,54.69231098,56.22474455,59.60648594,58.94293171,59.30665966,60.68932585,60.44263683,60.73553507,60.82266954,60.34305207,59.76420785,59.84442864,60.19478191,60.1185525,60.28117194,59.46137491
France,FRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,65.48706409,65.88955453,66.31110149,66.93095826,67.41361948,68.05820444,68.16537844,68.52741229,68.71738294,69.0074999,69.65403186,70.75141679,70.65197072,70.17969081,70.27949966,70.30369041,70.3461076,70.20872149,70.50541844,70.28536828,70.09621268,70.04358733,71.15789045,70.34412025,70.31819195
Germany,DEU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,61.27967355,61.53708703,61.46484977,62.18292874,63.12189507,63.25727877,63.23661227,63.3645791,62.72343066,61.91402452,62.22313852,64.22855344,62.258657,61.79435394,61.68673119,62.19179398,62.10857305,62.1545645,61.77060936,61.79703473,62.11846856,62.37886021,63.30407614,62.88454224,62.6827168
Greece,GRC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,66.38316029,64.75394399,65.15083519,64.47620698,64.76828225,64.20263787,65.60192161,67.66155374,65.42151574,67.17732801,69.89138246,71.29643965,70.33353898,70.14972754,69.95359385,70.20704077,70.5923232,69.99374997,69.17423536,69.66266651,69.39963736,69.47439258,68.50633059,68.1531562,67.08750149
Hungary,HUN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.14340612,52.9661408,53.25951145,54.36972602,55.74307444,55.65956549,54.40185174,55.28099046,56.10949481,55.82829596,56.46015273,56.87488556,56.65842935,55.99767988,55.27088647,55.48366111,54.86956491,54.08170401,55.44805479,55.88632413,55.88362197,56.41880165,56.62680971,56.89600224,56.41245405
India,IND,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,40.13256873,41.96573779,42.73292664,43.80896126,44.72882755,44.70464565,44.11485897,44.44293292,44.04323571,44.00815792,45.88254991,45.98488281,45.03374956,45.44214525,46.30114729,46.69871477,47.82241376,47.78374812,47.74940129,47.67088997,48.43156632,50.08495785,48.06810349,47.94435219,48.58282463
Indonesia,IDN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,36.68682354,37.02727102,33.36863651,38.41724523,40.104784,41.06508569,41.03660373,40.33232249,40.08263854,39.48417538,37.45751503,37.05772988,40.66599029,40.58460421,40.87337489,41.51653748,42.24218531,43.30908092,43.64174881,43.61405533,43.40483731,44.22074584,44.41343995,42.82261888,41.79085399
Ireland,IRL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,55.69146173,55.15073753,55.14209746,53.04952837,51.84068071,54.86498767,55.60889111,56.72834899,56.91832004,59.26486678,62.57314419,63.69350389,66.7044197,65.12667279,65.43410272,66.50199433,65.96280189,53.80661097,55.00361325,55.18237552,56.12317997,57.46129875,55.99052579,55.36427388,52.30012346
Israel,ISR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.56625295,64.54517214,65.17414282,66.52091043,66.15701777,66.6180692,67.44222653,66.4839025,66.59362472,66.18680858,66.66633429,67.26346345,66.84508864,67.6149347,67.97276978,67.68819383,68.19957285,68.45174386,69.31049973,70.55519712,70.48372502,70.91960901,71.81574649,72.44853741,..
Italy,ITA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,61.67074137,62.11467562,62.73193778,63.52403367,63.75218116,64.61111304,64.45475133,64.81756959,64.2518182,64.10643954,64.72794092,66.66919426,66.31397385,66.18458598,66.4430892,66.68531596,67.08570377,66.97142305,66.64998218,66.43105972,66.34046167,66.2531597,66.89635687,64.99108283,64.79331993
Jamaica,JAM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,62.52226221,63.35775343,63.87781621,63.87829463,65.74534326,65.61752769,64.24169813,64.46658175,64.6583862,64.75082201,66.46628783,68.13906096,66.54160678,65.86553419,65.44684452,64.27173877,63.63697091,61.84372019,61.24552521,59.77678395,59.24920003,59.81085398,59.73960409,58.2235516,58.32848884
Japan,JPN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,64.90407968,65.81276456,66.02064145,67.06628128,68.3328608,68.71535813,68.98968249,69.47396471,69.44979373,69.56041713,70.26145846,71.91070646,70.54419653,71.69112244,71.74712328,71.62077261,70.88402135,69.79553086,69.88705731,69.53577557,69.40312786,69.62767166,69.47746764,69.89424247,..
Jordan,JOR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,61.92912403,62.58242044,64.31893577,64.47349812,64.06387989,64.50675778,64.35130826,65.04436677,63.79995129,63.13997675,58.79055926,59.72867815,59.11528216,58.90533898,60.27407054,60.41436185,60.08831631,60.14076208,60.69389748,60.36791835,60.4766452,61.22297054,62.03345768,61.66184071,61.18914082
"Korea, Rep.",KOR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.19709863,51.65035937,51.61843819,53.08394528,53.60723336,53.87127477,53.09698216,53.87891643,54.69918253,55.07869334,56.18724044,55.99857203,54.69835731,54.64985026,55.07320475,55.21360303,55.64499447,55.57650557,55.35863931,54.84779034,55.69169325,57.24215056,57.00752121,56.97549016,58.24294126
Latvia,LVA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,58.65831041,60.81947737,61.41639574,62.76842074,63.05669573,64.43022744,64.17232367,64.99611339,64.53281135,64.02557259,65.32837349,65.86126701,64.48828449,64.12867641,64.42173363,64.79537351,65.57219518,65.36080354,65.59076696,64.76395483,64.55376147,64.08591057,63.42233267,63.46797428,62.08008688
Lithuania,LTU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.72189206,55.23581143,56.93884726,57.04625107,57.88832706,57.32051828,56.70199058,56.53365839,56.3545504,56.68997914,57.24640124,62.57705177,60.72630168,58.48361193,58.47656894,59.72910147,59.49970738,59.90501771,60.93660605,60.43812683,61.4231642,61.49340346,61.28194469,60.7697787,59.61796329
Luxembourg,LUX,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,69.91761301,71.45378725,71.94224126,72.84241145,72.8571769,72.80902138,72.90017339,73.99228678,75.95211652,74.5781636,76.86135706,78.68628518,78.90693084,78.8372958,78.87495439,78.95779708,78.20987462,79.73127446,79.11133861,80.0810053,79.65419964,78.97568599,79.77624978,79.32443708,78.42340974
Mexico,MEX,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.94506936,57.00996004,57.80233946,58.38605556,58.84520802,60.42439134,59.38822128,60.00567308,58.9662559,59.18534073,59.52231622,60.72183165,60.36281747,59.91246812,59.99724806,61.10639202,60.2053985,61.04478022,60.76208544,60.14659186,59.92756969,59.98140542,60.12605967,59.16068268,58.76841895
Morocco,MAR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,42.51835945,44.25339191,45.66438269,45.65111016,45.67613753,45.00153197,45.66024446,47.3638124,46.49902393,48.65280846,46.54046212,47.30167327,47.16611024,48.22643571,49.13496537,47.61406263,54.75498625,52.20295719,53.39324048,53.09876011,53.07081357,53.4781213,53.19809896,51.55487582,52.30477436
Netherlands,NLD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,65.21259463,65.62548425,65.745442,65.20032954,66.25014717,66.59347517,66.70949165,66.32007159,65.9058483,66.26096226,66.22285607,67.95061792,68.37263586,68.45173204,68.72762135,69.07063681,69.91035797,70.0646949,70.21770711,70.06662639,70.03244241,69.96685341,69.63403764,69.40792781,68.84207797
New Zealand,NZL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.26830547,62.70390094,61.81126345,62.11930512,63.20636776,63.90499785,63.89081192,64.3076772,64.33164345,63.40445592,64.33059143,65.54318681,64.39889447,64.35347964,65.1016833,64.43106107,65.53426464,65.95480536,65.69629632,65.12595069,65.63215351,65.57241217,66.66697174,..,..
Norway,NOR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,56.53661693,55.12620582,49.63117872,51.24369059,53.17480157,53.57432909,52.07712221,49.52492117,47.84636952,49.9670787,48.17318712,53.19316378,52.2863522,50.57725658,51.09708684,52.05752774,53.4347468,55.98337222,57.93169846,56.28612775,54.57404711,57.31028928,59.60411085,51.81011107,42.14938196
Peru,PER,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.52059833,54.00302604,54.02748859,54.51577027,54.4908688,53.95988,51.38789567,49.83629047,47.41706888,47.3050708,48.36342811,50.73651643,48.94357749,47.75826606,49.12925997,50.51586221,52.39289805,54.04257994,54.30637302,53.92833316,53.53819363,54.39156203,54.31208779,49.43828767,..
Philippines,PHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,50.37016161,51.25493633,51.08362009,51.79957544,51.76815132,52.30848831,52.3969001,52.66877669,53.17616556,53.39263145,52.71863683,53.937244,53.9115789,54.56558207,55.50469963,56.75112826,56.6808739,58.52154986,59.5089573,59.69049529,59.78611949,60.85216837,61.41477138,61.04102686,61.22441299
Poland,POL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.65152206,54.49512994,56.8358934,58.26283223,58.85813345,58.04412903,56.3918203,56.32227192,56.18782324,55.56594145,55.98391687,56.69524972,55.27193858,54.1198385,55.18041047,56.61016388,55.55825403,55.08974012,54.86635316,55.90661461,56.40995135,56.88400921,57.16430705,56.90002241,56.82302032
Portugal,PRT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,58.55016921,58.98506149,60.05251201,60.61266842,61.27067838,62.1676721,62.61325276,63.02614051,62.94691193,63.560945,64.83911883,66.86489191,66.06455897,66.34604395,66.43639025,66.90122061,66.32175675,65.52902506,65.47066638,65.36235193,65.15521883,65.62641557,65.58349407,64.66773563,65.50200611
Romania,ROU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.59092837,46.59981425,49.1808772,45.23636314,45.65227242,45.25754803,45.16108862,47.92860258,48.25351424,49.34648622,46.62713357,48.37950824,45.98508373,42.33140379,49.42431512,50.55065453,50.91399547,52.60212849,55.11229379,56.90992118,56.96217103,58.45451744,59.97603068,59.12678802,57.45082294
Russian Federation,RUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,51.82491939,49.88976793,49.71770944,51.46595396,53.84374139,53.81745508,50.65827059,48.80604449,49.72147556,50.67304761,50.69568778,53.7665267,53.12021224,53.79758316,54.50964682,56.12160455,55.68483069,56.14249097,57.01232515,56.03276847,53.42880552,54.17294421,56.3729429,54.09964147,53.97625194
Serbia,SRB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.28757536,42.11031447,40.27889639,41.42559086,43.11721486,46.75971841,45.4774317,47.16013162,47.60084045,48.61229592,48.55900131,51.61930393,51.69542752,50.26397,50.96249062,50.36639812,51.69247757,50.86664017,50.31525276,50.9309855,51.00973358,51.16743427,51.85589768,51.38802081,52.41401963
Singapore,SGP,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,62.72226013,63.06928087,60.66451974,63.59363423,63.97695568,64.34872521,63.07257513,64.07318438,64.87685405,66.0401485,68.34796176,68.00606952,67.84351708,69.02312363,69.20862705,70.76230616,70.34532579,69.95093331,70.70390855,70.36609814,69.35513696,70.87329253,72.01600529,70.27758331,70.8533099
Slovak Republic,SVK,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,57.94860733,58.43392209,57.20541888,57.47083531,58.15053778,56.52243429,54.88930044,54.8383141,53.40562628,53.71658711,54.52980582,58.95802326,58.45653309,57.7074567,58.16834106,59.61117339,57.01964693,57.27120474,58.53540723,58.78287623,58.13933406,57.92910132,59.75717304,57.63097987,58.31153215
Slovenia,SVN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,51.95832819,52.27556129,53.77534819,54.40513584,54.38825171,55.03036061,55.04893571,55.60835683,55.61820255,54.91316567,55.93483078,58.31627795,58.75645547,58.11539296,57.46210163,56.97339189,56.28847488,56.33595153,56.66835554,56.70179438,56.55818085,56.42431422,57.07946979,57.70800023,57.76882677
South Africa,ZAF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.40230229,61.40646314,61.18598087,60.78314972,60.79178952,62.5769415,62.52950229,62.64477433,63.49943229,62.75451262,61.53714054,63.63608832,64.27526261,64.34219813,64.30451115,64.05374265,64.01178185,64.10257578,63.91340152,64.33042562,64.19098995,64.26872263,64.71675925,63.0181785,62.61212487
Spain,ESP,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.33006351,59.1744821,59.19956904,59.54025219,59.92139305,59.87602616,60.09666793,59.82356309,60.03976797,61.29884644,63.50103331,66.54322408,66.27734083,67.69383782,68.53081745,68.50159257,68.47148192,67.99818568,67.92708315,67.81784305,67.87181888,68.18451514,68.23779125,67.42597623,67.74490094
Sweden,SWE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.66440693,60.29263049,60.57365174,60.88497526,61.17499815,61.64751469,61.97144083,62.36768978,62.05278716,61.66203553,62.49891201,64.37765607,62.83014153,63.30630743,64.16267219,65.21037254,65.68175158,65.30375757,65.46762639,65.08890414,65.22629262,65.51512104,65.84370307,64.97374607,63.86536302
Switzerland,CHE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,68.93339192,68.60211818,69.07736836,68.7312208,68.8639747,69.43847197,69.70325566,69.63312131,69.47899745,69.50557666,69.57191386,71.0151374,71.0396768,70.77907666,71.48716652,71.38735209,71.74878424,72.03171257,72.25789171,72.09011659,72.06351529,71.86188459,71.76339406,71.92333801,72.38673
Thailand,THA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.62904555,54.72810495,54.8307435,55.09970906,54.41339037,52.64047015,52.80658737,52.30043401,51.45115065,51.22094342,50.44795321,51.60436735,49.55609866,50.42680995,51.15220571,51.7791962,53.14803802,54.94809903,55.93515763,56.57482789,57.05569107,58.27752145,58.00858379,56.30428593,56.18307038
Turkiye,TUR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,48.61592778,52.51724827,52.75892661,54.97180342,53.57491486,53.14241546,53.08132898,53.04473715,53.4336539,54.88113943,55.54316446,57.16167934,54.54431705,53.04618194,54.00469923,53.33806207,53.82791994,53.47559786,53.98635119,53.5364676,54.46559761,56.36296509,54.20272159,52.7538952,51.19712186
United Kingdom,GBR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,66.26045955,66.3980271,66.31382118,67.60590681,67.86225939,68.38406732,68.9826359,69.28766836,69.4174576,69.75194593,69.9201812,71.83825832,70.71672266,70.28531839,70.48348715,70.05009269,70.25273952,70.57144255,71.07275411,70.90730587,70.92013108,71.08988415,72.59885077,71.60294523,70.95395944
United States,USA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,72.41981986,72.68984179,72.81844774,74.01746916,74.86370124,74.60409934,74.16378653,74.02568269,73.70136842,73.92206182,74.61953604,76.51433451,76.27721936,75.90149622,76.16380034,75.81605358,75.82754097,76.74239629,77.4396929,77.03293869,76.73553862,77.18111416,78.13748641,77.59921031,..
